association_identity_teacher_only,partition,event,observations,distinct_traversals,full_visibility_rows,star_variants,canonical_exit_count
2970,fit,geometry_transition,1,1,1,1,2
2971,fit,geometry_transition,1,1,1,1,2
2972,fit,geometry_transition,8,2,8,1,2
2973,fit,geometry_transition,5,2,5,1,2
2974,fit,geometry_transition,5,2,5,1,2
2975,fit,geometry_transition,4,2,4,1,2
2976,fit,geometry_transition,5,2,5,1,2
2977,fit,geometry_transition,8,2,8,1,2
2978,fit,geometry_transition,2,2,2,1,2
2979,fit,geometry_transition,7,2,7,1,2
2980,fit,geometry_transition,4,2,4,1,2
2981,fit,geometry_transition,11,2,11,1,2
2982,fit,geometry_transition,6,2,6,1,2
2983,fit,geometry_transition,9,2,9,1,2
2984,fit,geometry_transition,4,2,4,1,2
2985,fit,geometry_transition,2,1,2,1,2
2986,fit,geometry_transition,4,2,4,1,2
2987,fit,geometry_transition,9,2,9,1,2
2988,fit,geometry_transition,14,2,14,1,2
2989,fit,geometry_transition,6,2,6,1,2
2990,fit,geometry_transition,1,1,1,1,2
2991,fit,geometry_transition,8,2,8,1,2
2992,fit,geometry_transition,15,2,15,1,2
2993,fit,geometry_transition,6,2,6,1,2
2994,fit,geometry_transition,11,2,11,1,2
2995,fit,geometry_transition,4,2,4,1,2
2996,fit,geometry_transition,3,2,3,1,2
2997,fit,geometry_transition,8,2,8,1,2
2998,fit,geometry_transition,2,2,2,1,2
2999,fit,geometry_transition,3,2,3,1,2
3000,fit,geometry_transition,1,1,1,1,2
3001,fit,turn,3,2,3,1,2
3002,fit,geometry_transition,2,2,2,1,2
3003,fit,geometry_transition,7,2,7,1,2
3004,fit,geometry_transition,5,2,5,1,2
3005,fit,turn,4,2,4,1,2
3006,fit,geometry_transition,7,2,7,1,2
3007,fit,geometry_transition,3,2,3,1,2
3008,fit,geometry_transition,16,2,16,1,2
3009,fit,geometry_transition,3,2,3,1,2
3010,fit,geometry_transition,3,2,3,1,2
3011,fit,geometry_transition,1,1,1,1,2
3012,fit,geometry_transition,6,2,6,1,2
3013,fit,geometry_transition,3,2,3,1,2
3014,fit,geometry_transition,6,2,6,1,2
3015,fit,geometry_transition,1,1,1,1,2
3016,fit,geometry_transition,2,2,2,1,2
3017,fit,terminal,17,2,17,1,1
3018,fit,junction,51,6,51,1,3
3019,fit,terminal,17,2,17,1,1
3020,fit,junction,51,6,51,1,3
3021,fit,junction,44,6,44,1,3
3022,fit,terminal,17,2,17,1,1
3023,fit,junction,51,6,51,1,3
3024,fit,junction,44,6,44,1,3
3025,fit,terminal,17,2,17,1,1
3026,fit,junction,51,6,51,1,3
3027,fit,junction,51,6,51,1,3
3028,fit,junction,51,6,51,1,3
3029,fit,terminal,17,2,17,1,1
3030,fit,terminal,17,2,17,1,1
3031,fit,junction,68,8,68,1,4
3032,fit,terminal,16,2,16,1,1
3033,fit,terminal,17,2,17,1,1
3034,fit,geometry_transition,3,2,3,1,2
3035,fit,geometry_transition,2,1,2,1,2
3036,fit,geometry_transition,4,2,4,1,2
3037,fit,geometry_transition,2,2,2,1,2
3038,fit,geometry_transition,4,2,4,1,2
3039,fit,geometry_transition,8,2,8,1,2
3040,fit,geometry_transition,10,2,10,1,2
3041,fit,geometry_transition,9,2,9,1,2
3042,fit,geometry_transition,8,2,8,1,2
3043,fit,turn,4,2,4,1,2
3044,fit,geometry_transition,5,2,5,1,2
3045,fit,geometry_transition,11,2,11,1,2
3046,fit,geometry_transition,3,2,3,1,2
3047,fit,turn,9,2,9,1,2
3048,fit,geometry_transition,4,2,4,1,2
3049,fit,turn,4,2,4,1,2
3050,fit,geometry_transition,3,2,3,1,2
3051,fit,turn,10,2,10,1,2
3052,fit,geometry_transition,2,2,2,1,2
3053,fit,turn,11,2,11,1,2
3054,fit,turn,3,2,3,1,2
3055,fit,geometry_transition,3,2,3,1,2
3056,fit,turn,5,2,5,1,2
3057,fit,geometry_transition,1,1,1,1,2
3058,fit,geometry_transition,10,2,10,1,2
3059,fit,geometry_transition,1,1,1,1,2
3060,fit,geometry_transition,1,1,1,1,2
3061,fit,geometry_transition,1,1,1,1,2
3062,fit,turn,3,1,3,1,2
3063,fit,geometry_transition,12,2,12,1,2
3064,fit,geometry_transition,14,2,14,1,2
3065,fit,geometry_transition,1,1,1,1,2
3066,fit,turn,3,1,3,1,2
3067,fit,geometry_transition,4,2,4,1,2
3068,fit,geometry_transition,8,2,8,1,2
3069,fit,geometry_transition,4,2,4,1,2
3070,fit,geometry_transition,1,1,1,1,2
3071,fit,turn,6,2,6,1,2
3072,fit,geometry_transition,1,1,1,1,2
3073,fit,geometry_transition,6,2,6,1,2
3074,fit,geometry_transition,4,2,4,1,2
3075,fit,geometry_transition,7,2,7,1,2
3076,fit,geometry_transition,5,2,5,1,2
3077,fit,geometry_transition,1,1,1,1,2
3078,fit,turn,3,1,3,1,2
3079,fit,geometry_transition,8,2,8,1,2
3080,fit,geometry_transition,2,1,2,1,2
3081,fit,geometry_transition,9,2,9,1,2
3082,fit,geometry_transition,1,1,1,1,2
3083,fit,geometry_transition,6,2,6,1,2
3084,fit,geometry_transition,10,2,10,1,2
3085,fit,geometry_transition,2,2,2,1,2
3086,fit,geometry_transition,1,1,1,1,2
3087,fit,geometry_transition,6,2,6,1,2
3088,fit,geometry_transition,9,2,9,1,2
3089,fit,geometry_transition,6,2,6,1,2
3090,fit,geometry_transition,8,2,8,1,2
3091,fit,geometry_transition,5,2,5,1,2
3092,fit,geometry_transition,3,2,3,1,2
3093,fit,terminal,17,2,17,1,1
3094,fit,terminal,10,2,10,1,1
3095,fit,junction,45,6,45,1,3
3096,fit,junction,49,6,49,1,3
3097,fit,junction,32,6,32,1,3
3098,fit,terminal,12,2,12,1,1
3099,fit,junction,65,8,65,1,4
3100,fit,terminal,17,2,17,1,1
3101,fit,junction,51,6,51,1,3
3102,fit,junction,43,6,43,1,3
3103,fit,terminal,7,2,7,1,1
3104,fit,junction,48,6,48,1,3
3105,fit,terminal,17,2,17,1,1
3106,fit,junction,51,6,51,1,3
3107,fit,turn,10,2,10,1,2
3108,fit,geometry_transition,2,2,2,1,2
3109,fit,turn,7,2,7,1,2
3110,fit,turn,7,2,7,1,2
3111,fit,geometry_transition,12,2,12,1,2
3112,fit,geometry_transition,8,2,8,1,2
3113,fit,geometry_transition,9,2,9,1,2
3114,fit,turn,5,2,5,1,2
3115,fit,geometry_transition,2,2,2,1,2
3116,fit,geometry_transition,7,2,7,1,2
3117,fit,geometry_transition,14,2,14,1,2
3118,fit,geometry_transition,6,2,6,1,2
3119,fit,geometry_transition,4,2,4,1,2
3120,fit,geometry_transition,24,2,24,1,2
3121,fit,geometry_transition,9,2,9,1,2
3122,fit,geometry_transition,8,2,8,1,2
3123,fit,geometry_transition,12,2,12,1,2
3124,fit,geometry_transition,2,2,2,1,2
3125,fit,geometry_transition,8,2,8,1,2
3126,fit,turn,9,2,9,1,2
3127,fit,turn,9,2,9,1,2
3128,fit,geometry_transition,6,2,6,1,2
3129,fit,geometry_transition,2,2,2,1,2
3130,fit,geometry_transition,15,2,15,1,2
3131,fit,turn,5,2,5,1,2
3132,fit,geometry_transition,3,2,3,1,2
3133,fit,turn,1,1,1,1,2
3134,fit,geometry_transition,6,2,6,1,2
3135,fit,geometry_transition,1,1,1,1,2
3136,fit,geometry_transition,8,2,8,1,2
3137,fit,geometry_transition,5,2,5,1,2
3138,fit,turn,2,2,2,1,2
3139,fit,geometry_transition,1,1,1,1,2
3140,fit,turn,6,2,6,1,2
3141,fit,turn,9,2,9,1,2
3142,fit,geometry_transition,1,1,1,1,2
3143,fit,geometry_transition,1,1,1,1,2
3144,fit,geometry_transition,1,1,1,1,2
3145,fit,geometry_transition,1,1,1,1,2
3146,fit,geometry_transition,3,2,3,1,2
3147,fit,turn,9,2,9,1,2
3148,fit,turn,2,2,2,1,2
3149,fit,turn,1,1,1,1,2
3150,fit,turn,4,2,4,1,2
3151,fit,turn,1,1,1,1,2
3152,fit,turn,2,2,2,1,2
3153,fit,geometry_transition,1,1,1,1,2
3154,fit,geometry_transition,15,2,15,1,2
3155,fit,geometry_transition,2,2,2,1,2
3156,fit,geometry_transition,7,2,7,1,2
3157,fit,geometry_transition,5,2,5,1,2
3158,fit,geometry_transition,3,2,3,1,2
3159,fit,geometry_transition,1,1,1,1,2
3160,fit,geometry_transition,4,2,4,1,2
3161,fit,geometry_transition,11,2,11,1,2
3162,fit,geometry_transition,2,2,2,1,2
3163,fit,geometry_transition,1,1,1,1,2
3164,fit,geometry_transition,3,2,3,1,2
3165,fit,geometry_transition,6,2,6,1,2
3166,fit,geometry_transition,3,2,3,1,2
3167,fit,junction,47,6,47,1,3
3168,fit,terminal,7,2,7,1,1
3169,fit,junction,41,6,41,1,3
3170,fit,terminal,17,2,17,1,1
3171,fit,junction,51,6,51,1,3
3172,fit,terminal,17,2,17,1,1
3173,fit,terminal,14,2,14,1,1
3174,fit,junction,43,6,43,1,3
3175,fit,junction,51,6,51,1,3
3176,fit,terminal,12,2,12,1,1
3177,fit,junction,49,6,49,1,3
3178,fit,junction,43,6,43,1,3
3179,fit,terminal,17,2,17,1,1
3180,fit,junction,51,6,51,1,3
3181,fit,junction,46,6,46,1,3
3182,fit,terminal,17,2,17,1,1
3183,fit,junction,51,6,51,1,3
3184,fit,terminal,17,2,17,1,1
3185,selection,geometry_transition,4,2,4,1,2
3186,selection,geometry_transition,6,2,6,1,2
3187,selection,geometry_transition,9,2,9,1,2
3188,selection,geometry_transition,2,1,2,1,2
3189,selection,geometry_transition,8,2,8,1,2
3190,selection,geometry_transition,12,2,12,1,2
3191,selection,geometry_transition,9,2,9,1,2
3192,selection,geometry_transition,1,1,1,1,2
3193,selection,geometry_transition,12,2,12,1,2
3194,selection,geometry_transition,14,2,14,1,2
3195,selection,geometry_transition,9,2,9,1,2
3196,selection,geometry_transition,23,2,23,1,2
3197,selection,geometry_transition,13,2,13,1,2
3198,selection,geometry_transition,7,2,7,1,2
3199,selection,geometry_transition,6,2,6,1,2
3200,selection,geometry_transition,3,2,3,1,2
3201,selection,geometry_transition,6,2,6,1,2
3202,selection,geometry_transition,6,2,6,1,2
3203,selection,geometry_transition,2,2,2,1,2
3204,selection,geometry_transition,7,2,7,1,2
3205,selection,geometry_transition,4,2,4,1,2
3206,selection,geometry_transition,4,2,4,1,2
3207,selection,geometry_transition,3,2,3,1,2
3208,selection,geometry_transition,4,2,4,1,2
3209,selection,geometry_transition,4,2,4,1,2
3210,selection,geometry_transition,7,2,7,1,2
3211,selection,turn,8,2,8,1,2
3212,selection,geometry_transition,18,2,18,1,2
3213,selection,turn,7,2,7,1,2
3214,selection,geometry_transition,8,2,8,1,2
3215,selection,geometry_transition,2,2,2,1,2
3216,selection,geometry_transition,5,2,5,1,2
3217,selection,geometry_transition,3,2,3,1,2
3218,selection,geometry_transition,11,2,11,1,2
3219,selection,geometry_transition,3,2,3,1,2
3220,selection,geometry_transition,4,2,4,1,2
3221,selection,geometry_transition,16,2,16,1,2
3222,selection,geometry_transition,2,2,2,1,2
3223,selection,geometry_transition,1,1,1,1,2
3224,selection,geometry_transition,1,1,1,1,2
3225,selection,geometry_transition,8,2,8,1,2
3226,selection,geometry_transition,16,2,16,1,2
3227,selection,geometry_transition,6,2,6,1,2
3228,selection,geometry_transition,4,2,4,1,2
3229,selection,geometry_transition,1,1,1,1,2
3230,selection,geometry_transition,1,1,1,1,2
3231,selection,geometry_transition,16,2,16,1,2
3232,selection,geometry_transition,2,2,2,1,2
3233,selection,geometry_transition,8,2,8,1,2
3234,selection,geometry_transition,3,2,3,1,2
3235,selection,geometry_transition,2,2,2,1,2
3236,selection,geometry_transition,8,2,8,1,2
3237,selection,geometry_transition,9,2,9,1,2
3238,selection,geometry_transition,13,2,13,1,2
3239,selection,turn,4,2,4,1,2
3240,selection,geometry_transition,4,2,4,1,2
3241,selection,geometry_transition,10,2,10,1,2
3242,selection,turn,18,2,18,1,2
3243,selection,turn,7,2,7,1,2
3244,selection,geometry_transition,1,1,1,1,2
3245,selection,geometry_transition,3,2,3,1,2
3246,selection,turn,10,2,10,1,2
3247,selection,geometry_transition,11,2,11,1,2
3248,selection,geometry_transition,5,2,5,1,2
3249,selection,turn,5,2,5,1,2
3250,selection,geometry_transition,23,2,23,1,2
3251,selection,geometry_transition,15,2,15,1,2
3252,selection,geometry_transition,4,2,4,1,2
3253,selection,turn,15,2,15,1,2
3254,selection,geometry_transition,10,2,10,1,2
3255,selection,turn,9,2,9,1,2
3256,selection,geometry_transition,7,2,7,1,2
3257,selection,geometry_transition,8,2,8,1,2
3258,selection,geometry_transition,13,2,13,1,2
3259,selection,geometry_transition,3,2,3,1,2
3260,selection,geometry_transition,9,2,9,1,2
3261,selection,geometry_transition,6,2,6,1,2
3262,selection,turn,1,1,1,1,2
3263,selection,turn,3,2,3,1,2
3264,selection,turn,5,2,5,1,2
3265,selection,geometry_transition,4,2,4,1,2
3266,selection,geometry_transition,3,2,3,1,2
3267,selection,geometry_transition,1,1,1,1,2
3268,selection,geometry_transition,3,2,3,1,2
3269,selection,geometry_transition,3,2,3,1,2
3270,selection,geometry_transition,5,2,5,1,2
3271,selection,turn,1,1,1,1,2
3272,selection,geometry_transition,1,1,1,1,2
3273,selection,geometry_transition,1,1,1,1,2
3274,selection,geometry_transition,2,2,2,1,2
3275,selection,turn,12,2,12,1,2
3276,selection,geometry_transition,5,2,5,1,2
3277,selection,geometry_transition,1,1,1,1,2
3278,selection,geometry_transition,6,2,6,1,2
3279,selection,geometry_transition,4,2,4,1,2
3280,selection,geometry_transition,7,2,7,1,2
3281,selection,geometry_transition,5,2,5,1,2
3282,selection,geometry_transition,7,2,7,1,2
3283,selection,geometry_transition,2,1,2,1,2
3284,selection,geometry_transition,8,2,8,1,2
3285,selection,geometry_transition,12,2,12,1,2
3286,selection,geometry_transition,9,2,9,1,2
3287,selection,geometry_transition,11,2,11,1,2
3288,selection,geometry_transition,6,2,6,1,2
3289,selection,terminal,17,2,17,1,1
3290,selection,junction,51,6,51,1,3
3291,selection,terminal,17,2,17,1,1
3292,selection,junction,51,6,50,1,3
3293,selection,junction,51,6,51,1,3
3294,selection,terminal,17,2,17,1,1
3295,selection,junction,49,6,49,1,3
3296,selection,junction,51,6,51,1,3
3297,selection,terminal,15,2,15,1,1
3298,selection,junction,50,6,50,1,3
3299,selection,junction,51,6,51,1,3
3300,selection,terminal,17,2,17,1,1
3301,selection,junction,46,6,46,1,3
3302,selection,terminal,17,2,17,1,1
3303,selection,geometry_transition,11,2,11,1,2
3304,selection,geometry_transition,12,2,12,1,2
3305,selection,geometry_transition,7,2,7,1,2
3306,selection,geometry_transition,24,2,24,1,2
3307,selection,geometry_transition,9,2,9,1,2
3308,selection,geometry_transition,23,2,23,1,2
3309,selection,geometry_transition,6,2,6,1,2
3310,selection,geometry_transition,12,2,12,1,2
3311,selection,geometry_transition,12,2,12,1,2
3312,selection,geometry_transition,1,1,1,1,2
3313,selection,geometry_transition,14,2,14,1,2
3314,selection,geometry_transition,3,1,3,1,2
3315,selection,geometry_transition,8,2,8,1,2
3316,selection,geometry_transition,7,2,7,1,2
3317,selection,geometry_transition,6,2,6,1,2
3318,selection,geometry_transition,1,1,1,1,2
3319,selection,geometry_transition,10,2,10,1,2
3320,selection,turn,7,2,7,1,2
3321,selection,geometry_transition,1,1,1,1,2
3322,selection,geometry_transition,7,2,7,1,2
3323,selection,geometry_transition,6,2,6,1,2
3324,selection,geometry_transition,8,2,8,1,2
3325,selection,turn,7,2,7,1,2
3326,selection,turn,2,2,2,1,2
3327,selection,geometry_transition,6,2,6,1,2
3328,selection,turn,1,1,1,1,2
3329,selection,turn,3,2,3,1,2
3330,selection,geometry_transition,5,2,5,1,2
3331,selection,turn,1,1,1,1,2
3332,selection,geometry_transition,3,2,3,1,2
3333,selection,turn,8,2,8,1,2
3334,selection,geometry_transition,3,1,3,1,2
3335,selection,geometry_transition,5,2,5,1,2
3336,selection,geometry_transition,6,2,6,1,2
3337,selection,geometry_transition,3,1,3,1,2
3338,selection,geometry_transition,8,2,8,1,2
3339,selection,turn,3,2,3,1,2
3340,selection,geometry_transition,7,2,7,1,2
3341,selection,geometry_transition,7,2,7,1,2
3342,selection,geometry_transition,13,2,13,1,2
3343,selection,geometry_transition,11,2,11,1,2
3344,selection,geometry_transition,10,2,10,1,2
3345,selection,geometry_transition,7,2,7,1,2
3346,selection,geometry_transition,1,1,1,1,2
3347,selection,geometry_transition,1,1,1,1,2
3348,selection,turn,5,2,5,1,2
3349,selection,turn,1,1,1,1,2
3350,selection,turn,3,2,3,1,2
3351,selection,turn,2,2,2,1,2
3352,selection,turn,7,2,7,1,2
3353,selection,geometry_transition,2,2,2,1,2
3354,selection,turn,8,2,8,1,2
3355,selection,geometry_transition,1,1,1,1,2
3356,selection,turn,6,2,6,1,2
3357,selection,turn,1,1,1,1,2
3358,selection,turn,1,1,1,1,2
3359,selection,geometry_transition,5,2,5,1,2
3360,selection,turn,7,2,7,1,2
3361,selection,geometry_transition,2,2,2,1,2
3362,selection,geometry_transition,1,1,1,1,2
3363,selection,geometry_transition,3,2,3,1,2
3364,selection,turn,1,1,1,1,2
3365,selection,turn,3,2,3,1,2
3366,selection,turn,7,2,7,1,2
3367,selection,geometry_transition,12,2,12,1,2
3368,selection,geometry_transition,7,2,7,1,2
3369,selection,turn,2,2,2,1,2
3370,selection,geometry_transition,3,2,3,1,2
3371,selection,geometry_transition,6,2,6,1,2
3372,selection,geometry_transition,3,2,3,1,2
3373,selection,turn,3,2,3,1,2
3374,selection,geometry_transition,5,2,5,1,2
3375,selection,terminal,17,2,17,1,1
3376,selection,terminal,17,2,17,1,1
3377,selection,junction,49,6,49,1,3
3378,selection,junction,51,6,51,1,3
3379,selection,junction,49,6,49,1,3
3380,selection,junction,49,6,49,1,3
3381,selection,terminal,16,2,16,1,1
3382,selection,terminal,17,2,17,1,1
3383,selection,junction,50,6,50,1,3
3384,selection,junction,51,6,51,1,3
3385,selection,terminal,17,2,17,1,1
3386,selection,terminal,15,2,15,1,1
3387,selection,junction,51,6,51,1,3
3388,selection,terminal,17,2,17,1,1
3389,selection,junction,48,6,48,1,3
3390,selection,junction,59,8,59,1,4
3391,selection,terminal,17,2,17,1,1
3465,fit,geometry_transition,2,2,2,1,2
3466,fit,geometry_transition,1,1,1,1,2
3467,fit,geometry_transition,2,2,2,1,2
3468,fit,geometry_transition,1,1,1,1,2
3469,fit,geometry_transition,1,1,1,1,2
3470,fit,geometry_transition,10,2,10,1,2
3471,fit,geometry_transition,2,2,2,1,2
3472,fit,geometry_transition,7,2,7,1,2
3473,fit,geometry_transition,2,2,2,1,2
3474,fit,geometry_transition,8,2,8,1,2
3475,fit,geometry_transition,18,2,18,1,2
3476,fit,geometry_transition,1,1,1,1,2
3477,fit,geometry_transition,7,2,7,1,2
3478,fit,geometry_transition,7,2,7,1,2
3479,fit,geometry_transition,6,2,6,1,2
3480,fit,geometry_transition,17,2,17,1,2
3481,fit,geometry_transition,4,2,4,1,2
3482,fit,geometry_transition,6,2,6,1,2
3483,fit,geometry_transition,10,2,10,1,2
3484,fit,geometry_transition,18,2,18,1,2
3485,fit,geometry_transition,3,2,3,1,2
3486,fit,geometry_transition,10,2,10,1,2
3487,fit,geometry_transition,3,2,3,1,2
3488,fit,geometry_transition,8,2,8,1,2
3489,fit,geometry_transition,5,2,5,1,2
3490,fit,geometry_transition,2,2,2,1,2
3491,fit,geometry_transition,2,2,2,1,2
3492,fit,geometry_transition,4,2,4,1,2
3493,fit,turn,9,2,9,1,2
3494,fit,turn,2,2,2,1,2
3495,fit,geometry_transition,1,1,1,1,2
3496,fit,terminal,14,2,14,1,1
3497,fit,terminal,17,2,17,1,1
3498,fit,terminal,17,2,17,1,1
3499,fit,junction,51,6,51,1,3
3500,fit,junction,51,6,51,1,3
3501,fit,junction,51,6,51,1,3
3502,fit,junction,51,6,51,1,3
3503,fit,terminal,17,2,17,1,1
3504,fit,junction,51,6,51,1,3
3505,fit,terminal,17,2,17,1,1
3506,fit,junction,51,6,51,1,3
3507,fit,junction,50,6,50,1,3
3508,fit,junction,65,8,65,1,4
3509,fit,junction,48,6,48,1,3
3510,fit,terminal,9,2,9,1,1
3511,fit,junction,49,6,49,1,3
3512,fit,junction,40,6,40,1,3
3513,fit,terminal,17,2,17,1,1
3514,fit,junction,30,6,30,1,3
3515,fit,terminal,17,2,17,1,1
3516,fit,turn,5,2,5,1,2
3517,fit,turn,4,2,4,1,2
3518,fit,turn,6,2,6,1,2
3519,fit,turn,4,2,4,1,2
3520,fit,turn,4,2,4,1,2
3521,fit,geometry_transition,10,2,10,1,2
3522,fit,geometry_transition,18,2,18,1,2
3523,fit,turn,6,2,6,1,2
3524,fit,geometry_transition,4,2,4,1,2
3525,fit,geometry_transition,9,2,9,1,2
3526,fit,geometry_transition,3,2,3,1,2
3527,fit,geometry_transition,4,2,4,1,2
3528,fit,geometry_transition,2,1,2,1,2
3529,fit,geometry_transition,4,2,4,1,2
3530,fit,geometry_transition,4,2,4,1,2
3531,fit,geometry_transition,1,1,1,1,2
3532,fit,geometry_transition,7,2,7,1,2
3533,fit,geometry_transition,9,2,9,1,2
3534,fit,geometry_transition,8,2,8,1,2
3535,fit,geometry_transition,8,2,8,1,2
3536,fit,geometry_transition,3,1,3,1,2
3537,fit,geometry_transition,6,2,6,1,2
3538,fit,geometry_transition,1,1,1,1,2
3539,fit,geometry_transition,1,1,1,1,2
3540,fit,geometry_transition,6,2,6,1,2
3541,fit,geometry_transition,4,2,4,1,2
3542,fit,geometry_transition,6,2,6,1,2
3543,fit,geometry_transition,4,2,4,1,2
3544,fit,geometry_transition,2,2,2,1,2
3545,fit,geometry_transition,13,2,13,1,2
3546,fit,geometry_transition,3,2,3,1,2
3547,fit,geometry_transition,12,2,12,1,2
3548,fit,geometry_transition,1,1,1,1,2
3549,fit,geometry_transition,11,2,11,1,2
3550,fit,geometry_transition,12,2,12,1,2
3551,fit,turn,4,2,4,1,2
3552,fit,geometry_transition,2,2,2,1,2
3553,fit,turn,3,2,3,1,2
3554,fit,geometry_transition,4,2,4,1,2
3555,fit,geometry_transition,4,2,4,1,2
3556,fit,geometry_transition,5,2,5,1,2
3557,fit,geometry_transition,13,2,13,1,2
3558,fit,turn,1,1,1,1,2
3559,fit,geometry_transition,1,1,1,1,2
3560,fit,geometry_transition,10,2,10,1,2
3561,fit,geometry_transition,2,2,2,1,2
3562,fit,geometry_transition,6,2,6,1,2
3563,fit,turn,1,1,1,1,2
3564,fit,geometry_transition,4,2,4,1,2
3565,fit,geometry_transition,8,2,8,1,2
3566,fit,geometry_transition,2,1,2,1,2
3567,fit,geometry_transition,18,2,18,1,2
3568,fit,geometry_transition,2,2,2,1,2
3569,fit,geometry_transition,4,2,4,1,2
3570,fit,geometry_transition,5,2,5,1,2
3571,fit,turn,5,2,5,1,2
3572,fit,geometry_transition,4,2,4,1,2
3573,fit,turn,4,2,4,1,2
3574,fit,geometry_transition,2,2,2,1,2
3575,fit,terminal,17,2,17,1,1
3576,fit,terminal,17,2,17,1,1
3577,fit,junction,50,6,50,1,3
3578,fit,terminal,17,2,17,1,1
3579,fit,terminal,17,2,17,1,1
3580,fit,junction,51,6,51,1,3
3581,fit,junction,39,6,39,1,3
3582,fit,terminal,17,2,17,1,1
3583,fit,junction,50,6,50,1,3
3584,fit,terminal,14,2,14,1,1
3585,fit,junction,50,6,50,1,3
3586,fit,junction,46,6,46,1,3
3587,fit,terminal,16,2,16,1,1
3588,fit,junction,45,6,45,1,3
3589,fit,junction,48,6,48,1,3
3590,fit,junction,50,6,50,1,3
3591,fit,junction,50,6,50,1,3
3592,fit,terminal,14,2,14,1,1
3593,fit,junction,51,6,51,1,3
3594,fit,junction,39,6,39,1,3
3595,fit,turn,7,2,7,1,2
3596,fit,turn,2,1,2,1,2
3597,fit,turn,10,2,10,1,2
3598,fit,geometry_transition,1,1,1,1,2
3599,fit,geometry_transition,3,2,3,1,2
3600,fit,geometry_transition,8,2,8,1,2
3601,fit,geometry_transition,1,1,1,1,2
3602,fit,geometry_transition,3,2,3,1,2
3603,fit,geometry_transition,6,2,6,1,2
3604,fit,geometry_transition,1,1,1,1,2
3605,fit,geometry_transition,4,2,4,1,2
3606,fit,turn,6,2,6,1,2
3607,fit,geometry_transition,7,2,7,1,2
3608,fit,geometry_transition,3,2,3,1,2
3609,fit,geometry_transition,3,2,3,1,2
3610,fit,geometry_transition,6,2,6,1,2
3611,fit,geometry_transition,4,2,4,1,2
3612,fit,geometry_transition,2,2,2,1,2
3613,fit,geometry_transition,7,2,7,1,2
3614,fit,geometry_transition,8,2,8,1,2
3615,fit,geometry_transition,6,2,6,1,2
3616,fit,geometry_transition,1,1,1,1,2
3617,fit,geometry_transition,2,2,2,1,2
3618,fit,geometry_transition,4,2,4,1,2
3619,fit,geometry_transition,5,2,5,1,2
3620,fit,geometry_transition,5,2,5,1,2
3621,fit,geometry_transition,6,2,6,1,2
3622,fit,geometry_transition,16,2,16,1,2
3623,fit,geometry_transition,2,2,2,1,2
3624,fit,geometry_transition,6,2,6,1,2
3625,fit,turn,5,2,5,1,2
3626,fit,geometry_transition,2,2,2,1,2
3627,fit,geometry_transition,3,2,3,1,2
3628,fit,geometry_transition,4,2,4,1,2
3629,fit,geometry_transition,3,2,3,1,2
3630,fit,geometry_transition,4,2,4,1,2
3631,fit,geometry_transition,6,2,6,1,2
3632,fit,geometry_transition,4,2,4,1,2
3633,fit,geometry_transition,5,2,5,1,2
3634,fit,geometry_transition,2,1,2,1,2
3635,fit,geometry_transition,1,1,1,1,2
3636,fit,geometry_transition,5,2,5,1,2
3637,fit,geometry_transition,2,1,2,1,2
3638,fit,geometry_transition,4,2,4,1,2
3639,fit,geometry_transition,2,2,2,1,2
3640,fit,geometry_transition,6,2,6,1,2
3641,fit,geometry_transition,4,2,4,1,2
3642,fit,geometry_transition,10,2,10,1,2
3643,fit,geometry_transition,8,2,8,1,2
3644,fit,geometry_transition,8,2,8,1,2
3645,fit,geometry_transition,3,2,3,1,2
3646,fit,geometry_transition,6,2,6,1,2
3647,fit,geometry_transition,12,2,12,1,2
3648,fit,geometry_transition,8,2,8,1,2
3649,fit,geometry_transition,5,2,5,1,2
3650,fit,geometry_transition,12,2,12,1,2
3651,fit,geometry_transition,4,2,4,1,2
3652,fit,geometry_transition,2,2,2,1,2
3653,fit,turn,10,2,10,1,2
3654,fit,geometry_transition,8,2,8,1,2
3655,fit,geometry_transition,3,2,3,1,2
3656,fit,geometry_transition,1,1,1,1,2
3657,fit,geometry_transition,2,2,2,1,2
3658,fit,geometry_transition,2,2,2,1,2
3659,fit,geometry_transition,3,2,3,1,2
3660,fit,geometry_transition,3,2,3,1,2
3661,fit,geometry_transition,2,2,2,1,2
3662,fit,geometry_transition,10,2,10,1,2
3663,fit,geometry_transition,2,2,2,1,2
3664,fit,geometry_transition,4,2,4,1,2
3665,fit,geometry_transition,10,2,10,1,2
3666,fit,geometry_transition,2,2,2,1,2
3667,fit,terminal,17,2,17,1,1
3668,fit,terminal,17,2,17,1,1
3669,fit,terminal,17,2,17,1,1
3670,fit,junction,51,6,51,1,3
3671,fit,junction,49,6,49,1,3
3672,fit,junction,51,6,51,1,3
3673,fit,terminal,12,2,12,1,1
3674,fit,junction,36,6,36,1,3
3675,fit,junction,51,6,51,1,3
3676,fit,junction,48,6,48,1,3
3677,fit,junction,37,6,37,1,3
3678,fit,terminal,17,2,17,1,1
3679,fit,junction,51,6,51,1,3
3680,fit,junction,35,6,35,1,3
3681,fit,terminal,8,2,8,1,1
3682,fit,junction,37,6,36,1,3
3683,fit,junction,47,6,47,1,3
3684,fit,terminal,16,2,16,1,1
3685,fit,junction,51,6,51,1,3
